transaction_id,customer_id,transaction_amount,transaction_type,merchant_category,transaction_time,transaction_location,customer_home_location,device_type,is_international,previous_transaction_time,account_balance,customer_avg_spend,fraud_pattern,is_fraud,mins_since_last_txn,amount_to_avg_ratio,location_mismatch,hour,balance_txn_ratio,risk_score,risk_category,predicted_fraud
TXN106297,CUST10304,199.45,Online,Grocery,2024-10-31 02:57:58,Mumbai,Mumbai,Desktop,0,2024-10-30 18:32:58,207220.61,213.91,,0,505.0,0.9324014772567902,0,2,1038.9601905239408,10,LOW,0
TXN102478,CUST10140,6266.0,Online,Entertainment,2024-06-16 00:38:16,Chennai,Chennai,ATM Terminal,0,2024-06-15 16:51:16,56322.52,2071.9,,0,467.0,3.024277233457213,0,0,8.988592403447175,10,LOW,0
TXN105493,CUST11151,827.17,ATM,Crypto Exchange,2024-09-02 13:02:29,Pune,Pune,POS Terminal,0,2024-09-02 04:12:29,44035.68,1140.51,,0,530.0,0.7252632594190318,0,13,53.23655355005622,20,LOW,0
TXN103914,CUST10436,641.68,ATM,Electronics,2024-07-09 15:03:35,Kolkata,Kolkata,Mobile,0,2024-07-09 11:16:35,15473.17,345.44,,0,227.0,1.8575729504400185,0,15,24.11353010846528,0,LOW,0
TXN102138,CUST10669,5009.62,UPI,Electronics,2024-11-19 10:02:43,Surat,Surat,Tablet,0,2024-11-18 11:59:43,39380.38,1134.77,,0,1323.0,4.414656714576522,0,10,7.860951529257708,0,LOW,0
TXN105454,CUST11092,69.87,Online,Gaming,2024-05-20 08:11:43,Ahmedabad,Ahmedabad,POS Terminal,0,2024-05-20 04:25:43,180861.68,127.2,,0,226.0,0.5492924528301887,0,8,2588.5455846572204,10,LOW,0
TXN105379,CUST10112,17104.66,POS,Luxury,2024-08-03 21:47:32,Delhi,Delhi,POS Terminal,0,2024-08-03 21:41:32,32824.56,1026.27,high_value,1,6.0,16.666822571058297,0,21,1.91904194529444,55,MEDIUM,0
TXN108985,CUST10960,165.88,POS,Pharmacy,2024-08-31 21:16:19,Patna,Patna,Mobile,0,2024-08-31 12:58:19,60921.31,168.15,,0,498.0,0.9865001486767766,0,21,367.2613334940921,0,LOW,0
TXN104023,CUST10538,136.36,Online,Entertainment,2024-09-25 10:44:59,Jaipur,Jaipur,Desktop,0,2024-09-24 12:16:59,25447.94,279.25,,0,1348.0,0.48830796777081475,0,10,186.6232032854209,0,LOW,0
TXN103485,CUST10925,1909.48,POS,Grocery,2024-04-21 08:44:32,Lucknow,Lucknow,POS Terminal,0,2024-04-20 19:32:32,211890.1,832.58,,0,792.0,2.2934492781474454,0,8,110.96743616063011,0,LOW,0
TXN102455,CUST10607,1742.67,Online,Crypto Exchange,2024-05-30 00:41:58,Hyderabad,Hyderabad,POS Terminal,0,2024-05-29 12:39:58,125688.05,1269.1,,0,722.0,1.3731542037664488,0,0,72.12383870727102,30,LOW,0
TXN102464,CUST10663,1320.03,POS,Restaurant,2024-06-28 14:12:19,Delhi,Delhi,Desktop,0,2024-06-28 07:02:19,34305.05,585.69,,0,430.0,2.2538032064744145,0,14,25.988083604160515,0,LOW,0
TXN108696,CUST11067,1449.69,Online,Electronics,2024-07-25 14:24:58,Ahmedabad,Ahmedabad,Tablet,0,2024-07-25 01:50:58,24665.06,1182.22,,0,754.0,1.2262438463230194,0,14,17.014023687822913,0,LOW,0
TXN101369,CUST10187,391924.53,UPI,Electronics,2024-03-20 16:25:40,Bangalore,Bangalore,ATM Terminal,0,2024-03-20 15:55:40,895105.42,23952.28,high_value,1,30.0,16.36272329815784,0,16,2.283871897479854,35,MEDIUM,0
TXN106688,CUST10054,4794.0,POS,Pharmacy,2024-12-05 18:03:03,Jaipur,Jaipur,Mobile,0,2024-12-05 16:35:03,43108.62,2462.82,,0,88.0,1.9465490778863253,0,18,8.992202753441802,0,LOW,0
TXN107456,CUST10834,15367.51,Online,Grocery,2024-06-25 18:41:37,Patna,Patna,Tablet,0,2024-06-24 21:10:37,64804.03,4957.93,,0,1291.0,3.099581881954767,0,18,4.216950566487349,0,LOW,0
TXN109974,CUST10569,2371.6,Online,Luxury,2024-11-02 11:28:10,Nagpur,Nagpur,POS Terminal,0,2024-11-01 17:22:10,71075.44,3702.93,,0,1086.0,0.6404657933042213,0,11,29.969404621352677,10,LOW,0
TXN101901,CUST10163,8291.23,UPI,Travel,2024-01-09 00:52:07,Kolkata,Kolkata,Desktop,0,2024-01-08 19:29:07,93072.84,7257.08,,0,323.0,1.1425022185231526,0,0,11.225456295386813,10,LOW,0
TXN104871,CUST11025,3475.55,Online,Restaurant,2024-09-27 06:06:40,Pune,Pune,Mobile,0,2024-09-27 00:33:40,16261.12,4866.44,,0,333.0,0.7141873731105285,0,6,4.678718476212398,0,LOW,0
TXN104710,CUST11162,2437.4,POS,Gaming,2024-11-07 13:31:20,Bangalore,Bangalore,Desktop,0,2024-11-07 01:22:20,79555.26,1795.94,,0,729.0,1.3571722886065236,0,13,32.639394436694836,10,LOW,0
TXN107886,CUST10618,22014.9,Online,Travel,2024-11-24 11:55:49,Bangalore,Bangalore,ATM Terminal,0,2024-11-23 14:03:49,19254.69,13537.8,,0,1312.0,1.6261800292514295,0,11,0.8746208249867135,20,LOW,0
TXN101793,CUST10456,4595.28,UPI,Pharmacy,2024-06-17 21:51:06,Kochi,Kochi,Mobile,0,2024-06-17 16:19:06,203354.12,2438.8,,0,332.0,1.8842381499097915,0,21,44.25282463745408,0,LOW,0
TXN102874,CUST10222,568.2,POS,Gaming,2024-05-25 16:56:18,Bhopal,Bhopal,Desktop,0,2024-05-24 18:53:18,59603.83,377.9,,0,1323.0,1.5035723736438213,0,16,104.89938401971136,10,LOW,0
TXN106217,CUST10066,241.95,UPI,Crypto Exchange,2024-02-22 19:49:12,Nagpur,Nagpur,Desktop,0,2024-02-22 14:57:12,59655.22,505.34,,0,292.0,0.47878655954406935,0,19,246.56011572638977,20,LOW,0
TXN105213,CUST10846,2506.14,Online,Utilities,2024-05-19 00:24:38,Indore,Indore,Mobile,0,2024-05-18 08:51:38,12177.46,5143.85,,0,933.0,0.4872109412210698,0,0,4.859050172775663,10,LOW,0
TXN102245,CUST10088,4607.2,Online,Luxury,2024-07-07 05:28:03,Kochi,Kochi,Mobile,0,2024-07-07 05:24:03,10325.49,1836.47,velocity,1,4.0,2.5087259797328567,0,5,2.241163830526133,20,LOW,0
TXN101741,CUST11014,2442.93,POS,Restaurant,2024-09-30 12:44:27,Chennai,Chennai,Desktop,0,2024-09-30 06:36:27,26979.75,2325.27,,0,368.0,1.0506005754170482,0,12,11.044012722427578,0,LOW,0
TXN101020,CUST11114,396.22,Online,Luxury,2024-11-22 18:00:19,Jaipur,Jaipur,Mobile,0,2024-11-22 05:27:19,108792.1,192.51,,0,753.0,2.0581787959067066,0,18,274.5749835949725,10,LOW,0
TXN100705,CUST10405,976.7,Online,Crypto Exchange,2024-02-12 09:37:45,Nagpur,Nagpur,Tablet,0,2024-02-12 06:34:45,19455.12,1444.84,,0,183.0,0.6759918053210044,0,9,19.91923825125422,20,LOW,0
TXN104294,CUST10925,1909.93,Online,Utilities,2024-01-01 10:14:07,Lucknow,Lucknow,Mobile,0,2024-01-01 00:54:07,250677.91,832.58,,0,560.0,2.2939897667491413,0,10,131.2497892592922,0,LOW,0
TXN105576,CUST10282,7024.44,Online,Grocery,2024-02-01 15:13:37,Bhopal,Bhopal,ATM Terminal,0,2024-02-01 14:28:37,26931.03,7642.32,,0,45.0,0.9191502056966994,0,15,3.833904197345269,0,LOW,0
TXN107166,CUST10386,2709.27,POS,Electronics,2024-07-21 10:38:26,Kochi,Kochi,Mobile,0,2024-07-20 11:43:26,114794.95,3861.8,,0,1375.0,0.7015562690973121,0,10,42.371173784820265,0,LOW,0
TXN108177,CUST10511,370.47,UPI,Restaurant,2024-02-04 14:27:38,Pune,Pune,Mobile,0,2024-02-04 06:31:38,242915.03,1755.97,,0,476.0,0.21097740849786728,0,14,655.6941992603989,0,LOW,0
TXN100908,CUST11183,1265.83,IMPS,Gaming,2024-11-05 06:53:13,Jaipur,Hyderabad,Tablet,0,2024-11-04 14:05:13,6824.61,950.55,,0,1008.0,1.3316816579874808,1,6,5.391411168956337,25,LOW,0
TXN105193,CUST11120,811.59,Online,Fuel,2024-05-18 14:59:24,Lucknow,Lucknow,Mobile,0,2024-05-18 04:53:24,56442.16,2053.03,,0,606.0,0.39531326868092526,0,14,69.54516443031581,0,LOW,0
TXN103077,CUST10581,5819.16,NEFT,Crypto Exchange,2024-02-26 21:43:55,Hyderabad,Bhopal,Desktop,0,2024-02-24 18:59:55,17186.94,341.22,spike,1,3044.0,17.05398276771584,1,21,2.9535087538407603,70,MEDIUM,0
TXN109366,CUST10330,996.88,ATM,Restaurant,2024-07-31 13:12:06,Delhi,Delhi,Mobile,0,2024-07-30 17:59:06,25288.69,908.33,,0,1153.0,1.0974865962810871,0,13,25.36783765347885,0,LOW,0
TXN100594,CUST10168,764.17,UPI,Electronics,2024-11-02 02:28:47,Hyderabad,Hyderabad,Mobile,0,2024-11-01 12:14:47,26663.75,671.43,,0,854.0,1.138123110376361,0,2,34.892432312181846,10,LOW,0
TXN105304,CUST11014,2274.23,Online,Travel,2024-01-13 11:44:12,Chennai,Chennai,Desktop,0,2024-01-13 00:18:12,22331.03,2325.27,,0,686.0,0.9780498608763714,0,11,9.819160770898282,0,LOW,0
TXN100440,CUST10808,2653.15,POS,Pharmacy,2024-11-25 17:26:50,Lucknow,Lucknow,ATM Terminal,0,2024-11-25 03:16:50,16826.52,2587.65,,0,850.0,1.025312542268081,0,17,6.342091476169836,0,LOW,0
TXN107606,CUST11011,4132.97,Online,Luxury,2024-08-24 08:07:48,Indore,Indore,Mobile,0,2024-08-23 18:24:48,12051.12,9253.81,,0,823.0,0.44662360692514763,0,8,2.9158498609958454,10,LOW,0
TXN104092,CUST10936,1121.55,Online,Electronics,2024-04-27 10:42:40,Hyderabad,Hyderabad,Desktop,0,2024-04-27 06:53:40,70664.84,1249.33,,0,229.0,0.8977211785517037,0,10,63.00641077080826,0,LOW,0
TXN106134,CUST10310,1026.49,Online,Entertainment,2024-09-02 09:52:56,Patna,Patna,ATM Terminal,0,2024-09-01 22:32:56,54215.77,700.25,,0,680.0,1.465890753302392,0,9,52.81665676236495,0,LOW,0
TXN100010,CUST10190,789.01,POS,Electronics,2024-12-13 18:52:06,Surat,Surat,Desktop,0,2024-12-12 20:24:06,25835.32,660.06,,0,1348.0,1.195361027785353,0,18,32.743970291884764,0,LOW,0
TXN103776,CUST10732,576.22,POS,Crypto Exchange,2024-06-30 15:00:18,Kochi,Kochi,ATM Terminal,0,2024-06-29 17:56:18,66722.58,900.88,,0,1264.0,0.6396190391617086,0,15,115.7935857832078,20,LOW,0
TXN108999,CUST10445,7084.75,POS,Gaming,2024-02-17 14:26:45,Nagpur,Nagpur,Mobile,0,2024-02-17 06:59:45,56642.35,4839.56,,0,447.0,1.4639244063509904,0,14,7.994968065210487,10,LOW,0
TXN103708,CUST11054,2481.13,POS,Electronics,2024-06-14 10:37:21,Delhi,Delhi,ATM Terminal,0,2024-06-13 20:58:21,68973.81,1218.84,,0,819.0,2.035648649535624,0,10,27.799353520371763,0,LOW,0
TXN103780,CUST10980,1853.96,ATM,Grocery,2024-02-28 16:05:21,Chennai,Chennai,POS Terminal,0,2024-02-28 06:18:21,40518.04,1692.78,,0,587.0,1.0952161533099398,0,16,21.85486202507066,0,LOW,0
TXN100093,CUST11119,867.54,UPI,Entertainment,2024-01-30 09:51:54,Bangalore,Bangalore,Tablet,0,2024-01-30 08:54:54,56552.14,1109.38,,0,57.0,0.782004362797238,0,9,65.18678101297922,0,LOW,0
TXN109239,CUST10779,13443.03,Online,Entertainment,2024-08-23 07:11:25,Tokyo,Kolkata,Mobile,1,2024-08-22 11:35:25,21766.28,10842.47,,0,1176.0,1.239849407007813,1,7,1.6191498494015113,40,MEDIUM,0
TXN103949,CUST10643,217.98,IMPS,Utilities,2024-01-31 16:23:38,Paris,Delhi,Desktop,1,2024-01-31 08:54:38,51439.25,199.65,,0,449.0,1.0918106686701727,1,16,235.9815120653271,30,LOW,0
TXN105785,CUST10263,1878.99,UPI,Luxury,2024-07-15 09:33:17,Mumbai,Mumbai,Desktop,0,2024-07-15 09:16:17,2897.48,256.45,high_value,1,17.0,7.326925326574381,0,9,1.542041202986711,45,MEDIUM,0
TXN104870,CUST10328,1763.0,Online,Grocery,2024-11-09 11:04:57,Bangalore,Bangalore,POS Terminal,0,2024-11-09 07:57:57,44260.41,1838.52,,0,187.0,0.9589234819311185,0,11,25.105167328417473,0,LOW,0
TXN104802,CUST11073,3573.07,IMPS,Luxury,2024-04-12 05:42:58,Lucknow,Ahmedabad,Desktop,0,2024-04-10 06:32:58,9366.86,264.78,spike,1,2830.0,13.494485988367703,1,5,2.621515951268797,60,MEDIUM,0
TXN104867,CUST10280,1741.48,Online,Luxury,2024-04-20 13:08:15,Sydney,Bangalore,Mobile,1,2024-04-19 19:29:15,269838.05,2559.92,,0,1059.0,0.6802868839651239,1,13,154.94754461722212,40,MEDIUM,0
TXN100292,CUST10121,5566.32,IMPS,Grocery,2024-07-09 18:28:53,Bhopal,Bhopal,Mobile,0,2024-07-09 17:07:53,79800.48,3314.24,,0,81.0,1.67951626918992,0,18,14.33630836890441,0,LOW,0
TXN107888,CUST10884,1614.64,POS,Grocery,2024-06-17 16:11:19,Lucknow,Lucknow,Mobile,0,2024-06-16 21:50:19,59748.83,2096.13,,0,1101.0,0.7702957354744219,0,16,37.00442823168012,0,LOW,0
TXN107405,CUST10430,1689.85,Online,Luxury,2024-09-18 12:14:00,Hyderabad,Hyderabad,Mobile,0,2024-09-18 06:41:00,6564.12,2306.55,,0,333.0,0.7326309856712405,0,12,3.884439447288221,10,LOW,0
TXN105595,CUST10191,173.78,POS,Fuel,2024-09-03 11:26:39,Bhopal,Bhopal,Mobile,0,2024-09-02 16:32:39,26030.65,141.36,,0,1134.0,1.229343520090549,0,11,149.79082748302451,0,LOW,0
TXN102886,CUST10098,919.65,UPI,Fuel,2024-01-19 12:20:52,Chennai,Chennai,Tablet,0,2024-01-19 03:46:52,30227.6,626.01,,0,514.0,1.4690659893611924,0,12,32.86859131191214,0,LOW,0
TXN106454,CUST10083,4307.45,Online,Gaming,2024-01-29 21:32:29,Delhi,Delhi,ATM Terminal,0,2024-01-29 13:02:29,275098.94,4848.73,,0,510.0,0.8883666444615395,0,21,63.86584638243044,10,LOW,0
TXN102542,CUST10914,723.09,UPI,Fuel,2024-12-05 09:04:52,Bangalore,Bangalore,Desktop,0,2024-12-04 20:31:52,29744.71,1606.31,,0,753.0,0.45015594748211746,0,9,41.135557122903094,0,LOW,0
TXN101765,CUST10444,1328.44,Online,Electronics,2024-11-30 19:07:33,Kolkata,Kolkata,Desktop,0,2024-11-29 21:30:33,79098.18,3673.08,,0,1297.0,0.36166922582682653,0,19,59.542154707777534,0,LOW,0
TXN106800,CUST11010,2617.13,UPI,Luxury,2024-01-29 13:51:13,Bhopal,Bhopal,Mobile,0,2024-01-28 19:41:13,49438.83,1942.87,,0,1090.0,1.3470432916252761,0,13,18.890475444475438,10,LOW,0
TXN101877,CUST10076,675.16,UPI,Clothing,2024-05-27 15:32:55,Indore,Indore,Tablet,0,2024-05-26 19:26:55,46272.05,799.49,,0,1206.0,0.8444883613303481,0,15,68.53493986610582,0,LOW,0
TXN101981,CUST10720,8186.08,Online,Gaming,2024-10-14 14:24:01,Hyderabad,Hyderabad,Desktop,0,2024-10-14 13:05:01,84534.4,4005.64,,0,79.0,2.0436384697576417,0,14,10.326603209350507,10,LOW,0
TXN109729,CUST10967,19799.7,NEFT,Luxury,2024-08-10 16:30:32,Surat,Surat,ATM Terminal,0,2024-08-10 04:17:32,6031.69,43183.42,,0,733.0,0.45850236039665226,0,16,0.30463542376904695,30,LOW,0
TXN109608,CUST10936,1267.63,POS,Crypto Exchange,2024-12-02 12:38:46,Hyderabad,Hyderabad,Mobile,0,2024-12-01 15:45:46,66205.9,1249.33,,0,1253.0,1.0146478512482693,0,12,52.22809494884153,20,LOW,0
TXN102685,CUST10454,5525.68,ATM,Electronics,2024-11-05 17:48:15,Indore,Indore,Mobile,0,2024-11-05 14:34:15,271130.61,3922.88,,0,194.0,1.4085773717268946,0,17,49.06737451318208,0,LOW,0
TXN108930,CUST10817,1778.99,Online,Clothing,2024-08-02 10:11:25,Bangalore,Bangalore,Mobile,0,2024-08-02 09:48:25,21748.05,1209.87,,0,23.0,1.4703976460280859,0,10,12.224942242508389,0,LOW,0
TXN103458,CUST10126,27484.35,UPI,Fuel,2024-11-16 18:26:15,Surat,Surat,Desktop,0,2024-11-16 16:11:15,120265.94,23076.9,,0,135.0,1.1909896909896909,0,18,4.375797135460727,0,LOW,0
TXN104541,CUST10485,3158.01,UPI,Fuel,2024-08-19 13:25:12,Ahmedabad,Ahmedabad,POS Terminal,0,2024-08-19 02:51:12,18242.41,2108.49,,0,634.0,1.4977590598010901,0,13,5.776552322506895,0,LOW,0
TXN102178,CUST10349,6004.32,UPI,Restaurant,2024-12-05 06:47:39,Ahmedabad,Ahmedabad,Mobile,0,2024-12-04 20:14:39,25766.32,5479.85,,0,633.0,1.0957088241466462,0,6,4.291296932874997,0,LOW,0
TXN104450,CUST10685,1510.83,NEFT,Luxury,2024-03-12 15:29:54,Mumbai,Bangalore,Tablet,0,2024-03-11 16:17:54,239597.92,1469.19,,0,1392.0,1.0283421477140464,1,15,158.58694889564015,25,LOW,0
TXN103859,CUST10670,4727.39,Online,Restaurant,2024-02-03 10:54:48,Patna,Patna,Mobile,0,2024-02-02 20:02:48,27652.28,2192.26,,0,892.0,2.1564002444965467,0,10,5.84937565971921,0,LOW,0
TXN107623,CUST11134,1562.37,UPI,Entertainment,2024-02-06 11:26:11,Chennai,Chennai,Mobile,0,2024-02-05 12:23:11,38835.98,987.31,,0,1383.0,1.5824513070869333,0,11,24.85709531032982,0,LOW,0
TXN107654,CUST11015,4217.14,Online,Pharmacy,2024-06-03 07:46:32,Delhi,Delhi,Mobile,0,2024-06-03 05:31:32,11803.9,4762.59,,0,135.0,0.8854719805819943,0,7,2.7990296741393452,0,LOW,0
TXN104519,CUST10403,3781.15,ATM,Travel,2024-11-06 05:33:09,Kochi,Kochi,Mobile,0,2024-11-05 12:08:09,25922.73,2360.34,,0,1045.0,1.6019514137793707,0,5,6.8557793263954085,0,LOW,0
TXN102517,CUST10371,396.43,UPI,Restaurant,2024-05-23 09:36:20,Hyderabad,Hyderabad,Mobile,0,2024-05-23 02:41:20,34086.51,854.24,,0,415.0,0.4640733283386402,0,9,85.98367933809249,0,LOW,0
TXN104836,CUST10721,4069.65,UPI,Pharmacy,2024-04-07 14:20:04,Lucknow,Lucknow,Desktop,0,2024-04-07 07:18:04,7281.12,2246.72,,0,422.0,1.8113739139723688,0,14,1.7891268290884965,10,LOW,0
TXN102885,CUST10012,567.03,ATM,Grocery,2024-02-13 19:00:54,Pune,Pune,POS Terminal,0,2024-02-13 01:39:54,43457.64,940.81,,0,1041.0,0.6027040528905943,0,19,76.64081265541506,0,LOW,0
TXN107281,CUST10869,2969.79,UPI,Utilities,2024-02-06 18:26:17,Jaipur,Jaipur,Mobile,0,2024-02-05 19:55:17,224898.32,5655.42,,0,1351.0,0.5251228025504737,0,18,75.72869462150523,0,LOW,0
TXN106255,CUST10490,3336.84,Online,Crypto Exchange,2024-10-15 15:13:39,Kochi,Kochi,Desktop,0,2024-10-14 17:23:39,43111.71,4642.28,,0,1310.0,0.7187933515427765,0,15,12.919921242852519,20,LOW,0
TXN104539,CUST10515,1997.0,POS,Travel,2024-03-31 10:51:17,Mumbai,Mumbai,POS Terminal,0,2024-03-30 16:30:17,8160.94,1327.63,,0,1101.0,1.5041841476917512,0,10,4.086599899849775,0,LOW,0
TXN105639,CUST10936,739.59,Online,Utilities,2024-03-26 08:33:43,Hyderabad,Hyderabad,ATM Terminal,0,2024-03-26 01:01:43,86014.26,1249.33,,0,452.0,0.5919893062681598,0,8,116.29992293027216,0,LOW,0
TXN109459,CUST10476,72530.88,NEFT,Electronics,2024-10-07 18:56:00,New York,Ahmedabad,Mobile,1,2024-10-07 18:28:00,173404.83,402.68,intl_combo,1,28.0,180.12039336445815,1,18,2.3907724544359583,65,MEDIUM,0
TXN103481,CUST10333,1224.94,Online,Crypto Exchange,2024-07-31 09:36:47,Bhopal,Bhopal,Mobile,0,2024-07-31 07:10:47,167656.92,1331.45,,0,146.0,0.9200045063652409,0,9,136.86949564876647,20,LOW,0
TXN101277,CUST11134,1149.41,Online,Gaming,2024-07-18 10:50:48,Chennai,Chennai,ATM Terminal,0,2024-07-18 04:16:48,27695.62,987.31,,0,394.0,1.1641834884686675,0,10,24.095509870281273,10,LOW,0
TXN103146,CUST10421,348.56,Online,Utilities,2024-06-19 14:54:08,Indore,Indore,Mobile,0,2024-06-19 10:58:08,50970.9,470.0,,0,236.0,0.7416170212765958,0,14,146.23278632086297,0,LOW,0
TXN108262,CUST10725,1475.74,POS,Pharmacy,2024-04-27 11:22:13,Kochi,Kochi,ATM Terminal,0,2024-04-27 06:51:13,193222.28,2619.14,,0,271.0,0.5634444894125553,0,11,130.93246777887703,0,LOW,0
TXN103205,CUST10880,11282.09,ATM,Gaming,2024-03-28 00:10:18,Pune,Pune,Mobile,0,2024-03-27 03:22:18,76945.03,12938.43,,0,1248.0,0.8719829221938056,0,0,6.820104253733129,20,LOW,0
TXN109892,CUST10705,2354.39,UPI,Crypto Exchange,2024-01-08 02:24:43,Patna,Patna,Mobile,0,2024-01-07 13:25:43,51368.48,8900.24,,0,779.0,0.26453106882511035,0,2,21.81816946215368,30,LOW,0
TXN102742,CUST10298,2775.47,IMPS,Grocery,2024-12-29 06:01:01,Lucknow,Lucknow,Mobile,0,2024-12-28 06:26:01,14616.27,1307.86,,0,1415.0,2.1221461012646614,0,6,5.266232385866179,0,LOW,0
TXN106076,CUST11070,2104.21,POS,Restaurant,2024-08-05 14:58:03,Bangalore,Bangalore,Mobile,0,2024-08-05 08:27:03,46243.05,2203.3,,0,391.0,0.9550265510824671,0,14,21.97644246534329,0,LOW,0
TXN104047,CUST11107,551.06,POS,Utilities,2024-07-18 09:40:52,Surat,Surat,Mobile,0,2024-07-17 14:15:52,55426.19,1028.6,,0,1165.0,0.5357378961695508,0,9,100.58104380648207,0,LOW,0
TXN105731,CUST10138,3876.86,Online,Utilities,2024-06-11 12:42:28,Chennai,Chennai,ATM Terminal,0,2024-06-10 16:00:28,21724.54,2295.88,,0,1242.0,1.6886161297628797,0,12,5.603643154511641,0,LOW,0
TXN102945,CUST10394,2331.71,UPI,Fuel,2024-07-23 18:46:59,Jaipur,Jaipur,Mobile,0,2024-07-23 10:49:59,6867.6,1662.04,,0,477.0,1.4029205073283435,0,18,2.9453062344802743,0,LOW,0
TXN105790,CUST10370,158.28,POS,Pharmacy,2024-05-20 08:21:07,Lucknow,Lucknow,Mobile,0,2024-05-20 03:18:07,11155.55,198.53,,0,303.0,0.7972598599707853,0,8,70.4798458428102,0,LOW,0
TXN106794,CUST11065,5895.24,Online,Luxury,2024-01-04 07:02:55,Kolkata,Kolkata,Tablet,0,2024-01-04 05:18:55,46729.83,3060.0,,0,104.0,1.926549019607843,0,7,7.926705274085534,10,LOW,0
TXN106543,CUST10858,43166.97,Online,Luxury,2024-03-23 21:31:07,Delhi,Lucknow,Desktop,0,2024-03-21 19:18:07,49282.27,2692.91,spike,1,3013.0,16.02985989134431,1,21,1.1416661859750636,80,HIGH,1
TXN100700,CUST10300,2384.84,ATM,Travel,2024-06-20 11:38:11,Pune,Pune,Tablet,0,2024-06-20 01:46:11,15522.1,4484.52,,0,592.0,0.5317938151686245,0,11,6.508654668657017,0,LOW,0
TXN103574,CUST10350,1575.24,ATM,Luxury,2024-04-15 15:49:34,Pune,Pune,Desktop,0,2024-04-15 04:47:34,81181.52,965.58,,0,662.0,1.631392530914062,0,15,51.53596912216551,10,LOW,0
TXN107699,CUST10024,2471.63,POS,Utilities,2024-07-18 11:14:37,Hyderabad,Hyderabad,Mobile,0,2024-07-17 11:17:37,4799.77,2730.78,,0,1437.0,0.9051003742520451,0,11,1.941945194062218,10,LOW,0
TXN102515,CUST10090,2805.76,Online,Clothing,2024-07-10 08:13:02,Pune,Pune,Mobile,0,2024-07-09 08:53:02,17514.64,3830.69,,0,1400.0,0.7324424581472267,0,8,6.242387089416058,0,LOW,0
TXN103000,CUST10364,451.83,UPI,Pharmacy,2024-07-27 17:53:02,Kolkata,Kolkata,Tablet,0,2024-07-27 09:03:02,20748.01,946.04,,0,530.0,0.4776013699209336,0,17,45.91994776796582,0,LOW,0
TXN105820,CUST10537,2864.29,POS,Travel,2024-01-03 07:59:25,Chennai,Chennai,Desktop,0,2024-01-02 19:42:25,20890.38,5976.08,,0,737.0,0.47929244588425857,0,7,7.293388588446002,0,LOW,0
TXN108581,CUST11096,17602.58,POS,Luxury,2024-08-16 13:15:12,Bangalore,Bangalore,Desktop,0,2024-08-16 00:35:12,11908.64,20520.33,,0,760.0,0.8578117408443237,0,13,0.6765280998580889,30,LOW,0
TXN103684,CUST10799,2059.46,POS,Gaming,2024-10-06 10:59:32,Kolkata,Kolkata,Desktop,0,2024-10-05 13:59:32,16198.37,1853.73,,0,1260.0,1.1109816424182595,0,10,7.86534819807134,10,LOW,0
TXN102995,CUST10925,846.38,ATM,Luxury,2024-12-13 16:39:54,Lucknow,Lucknow,Mobile,0,2024-12-12 23:14:54,195970.87,832.58,,0,1045.0,1.016574983785342,0,16,231.54005293130746,10,LOW,0
TXN104252,CUST10080,532.13,Online,Crypto Exchange,2024-08-10 13:37:25,Mumbai,Mumbai,Tablet,0,2024-08-10 09:36:25,94761.03,561.37,,0,241.0,0.9479131410656073,0,13,178.07872136507996,20,LOW,0
TXN103411,CUST10991,990.66,Online,Utilities,2024-10-31 07:58:27,Bhopal,Bhopal,Mobile,0,2024-10-31 07:16:27,78163.22,852.3,,0,42.0,1.1623372052094334,0,7,78.90014737649648,0,LOW,0
TXN107962,CUST11004,5467.2,IMPS,Luxury,2024-08-21 13:00:53,Jaipur,Jaipur,Desktop,0,2024-08-21 04:50:53,87605.53,3988.2,,0,490.0,1.370843989769821,0,13,16.02383852794849,10,LOW,0
TXN106309,CUST11123,912.79,ATM,Electronics,2024-05-31 12:23:46,Ahmedabad,Ahmedabad,Desktop,0,2024-05-31 07:35:46,8787.67,614.9,,0,288.0,1.48445275654578,0,12,9.627263664150572,0,LOW,0
TXN108611,CUST10021,1773.43,UPI,Clothing,2024-09-12 22:31:46,Bangalore,Bangalore,Desktop,0,2024-09-12 02:15:46,27739.13,1573.76,,0,1216.0,1.1268744916632778,0,22,15.64151390243765,0,LOW,0
TXN105012,CUST10242,391.88,POS,Fuel,2024-11-19 05:37:03,Bhopal,Bhopal,ATM Terminal,0,2024-11-18 14:11:03,7363.31,729.51,,0,926.0,0.5371824923578841,0,5,18.789706032458916,0,LOW,0
TXN107750,CUST10461,2831.5,UPI,Fuel,2024-12-05 13:46:58,Lucknow,Chennai,ATM Terminal,0,2024-12-05 00:21:58,16264.16,2120.83,,0,805.0,1.3350905070184786,1,13,5.744008476072753,15,LOW,0
TXN105979,CUST11119,1025.07,POS,Pharmacy,2024-06-30 10:03:22,Bangalore,Bangalore,ATM Terminal,0,2024-06-29 21:07:22,87212.46,1109.38,,0,776.0,0.9240025960446374,0,10,85.07951652082298,0,LOW,0
TXN104048,CUST10948,5123.78,Online,Luxury,2024-01-25 06:38:06,Surat,Surat,Tablet,0,2024-01-24 19:57:06,159033.07,1325.37,,0,641.0,3.865924232478478,0,6,31.038231539995866,10,LOW,0
