transaction_id,customer_id,transaction_amount,transaction_type,merchant_category,transaction_time,transaction_location,customer_home_location,device_type,is_international,previous_transaction_time,account_balance,customer_avg_spend,fraud_pattern,is_fraud
TXN108358,CUST10216,880.66,UPI,Electronics,2024-12-21 08:20:49,Patna,Patna,Desktop,0,2024-12-21 04:41:49,95092.69,1308.6,,0
TXN107333,CUST11148,3330.06,UPI,Gaming,2024-01-08 15:03:46,Kolkata,Kolkata,Desktop,0,2024-01-07 17:37:46,114062.96,2987.16,,0
TXN101071,CUST10120,636.89,UPI,Clothing,2024-03-31 18:32:09,Delhi,Delhi,Desktop,0,2024-03-31 14:21:09,39921.3,698.53,,0
TXN100103,CUST10598,2478.3,Online,Electronics,2024-06-08 18:08:06,Delhi,Delhi,Mobile,0,2024-06-08 08:08:06,55460.71,1765.93,,0
TXN105748,CUST10144,2978.86,UPI,Pharmacy,2024-07-29 16:33:21,Jaipur,Jaipur,Desktop,0,2024-07-29 07:34:21,20846.47,2533.08,,0
TXN101418,CUST10002,2284.41,POS,Utilities,2024-06-16 12:52:20,Chennai,Chennai,Mobile,0,2024-06-15 22:28:20,35391.44,1365.15,,0
TXN101658,CUST10325,28367.18,IMPS,Entertainment,2024-04-03 14:45:05,Lucknow,Lucknow,ATM Terminal,0,2024-04-03 05:44:05,107648.11,16626.4,,0
TXN105284,CUST10660,1575.5,Online,Travel,2024-08-05 17:44:50,Chennai,Chennai,POS Terminal,0,2024-08-05 03:11:50,77455.64,1935.23,,0
TXN101149,CUST11006,467.55,Online,Clothing,2024-07-01 10:21:05,Bhopal,Bhopal,Desktop,0,2024-06-30 20:04:05,10460.1,718.4,,0
TXN107150,CUST10574,32195.47,Online,Clothing,2024-04-03 19:30:58,Patna,Patna,Mobile,0,2024-04-03 16:15:58,18301.18,12251.53,,0
TXN101568,CUST10941,502.52,UPI,Pharmacy,2024-06-16 13:56:46,Surat,Surat,Mobile,0,2024-06-15 20:13:46,20324.16,411.08,,0
TXN101087,CUST10079,338.99,Online,Restaurant,2024-05-25 13:54:36,Ahmedabad,Ahmedabad,Mobile,0,2024-05-24 18:53:36,88935.73,432.87,,0
TXN106085,CUST10724,5873.93,Online,Entertainment,2024-11-15 11:48:51,Patna,Patna,Mobile,0,2024-11-15 01:19:51,36309.6,7989.95,,0
TXN108674,CUST10164,5678.7,Online,Electronics,2024-08-12 13:35:19,Mumbai,Mumbai,ATM Terminal,0,2024-08-11 18:28:19,62604.17,3823.59,,0
TXN108341,CUST10568,6354.94,POS,Clothing,2024-11-17 14:10:30,Surat,Surat,Mobile,0,2024-11-17 03:11:30,10042.9,7535.38,,0
TXN107811,CUST10262,477.7,POS,Luxury,2024-03-28 20:10:26,Ahmedabad,Ahmedabad,Mobile,0,2024-03-28 12:16:26,6012.88,723.49,,0
TXN106084,CUST10518,312.18,UPI,Clothing,2024-09-19 22:52:47,Hyderabad,Hyderabad,Desktop,0,2024-09-19 10:48:47,6484.48,415.33,,0
TXN108773,CUST11127,643.95,IMPS,Gaming,2024-04-23 16:56:33,Tokyo,Chennai,POS Terminal,1,2024-04-23 14:17:33,38878.94,402.27,,0
TXN108757,CUST10598,1302.11,Online,Clothing,2024-01-04 21:49:03,Delhi,Delhi,Mobile,0,2024-01-04 07:32:03,71379.01,1765.93,,0
TXN101692,CUST11078,643.81,POS,Gaming,2024-02-24 18:08:49,Mumbai,Mumbai,Desktop,0,2024-02-24 00:01:49,32208.34,1152.59,,0
TXN104734,CUST10323,105.26,POS,Grocery,2024-10-08 17:54:29,Mumbai,Mumbai,Mobile,0,2024-10-08 02:24:29,38989.78,71.08,,0
TXN103387,CUST10693,3187.21,ATM,Gaming,2024-07-02 15:45:52,Lucknow,Lucknow,Desktop,0,2024-07-01 17:49:52,122465.46,8622.15,,0
TXN103646,CUST10332,1205.14,IMPS,Crypto Exchange,2024-01-01 12:28:07,Ahmedabad,Ahmedabad,Desktop,0,2023-12-31 20:24:07,46088.83,768.61,,0
TXN101683,CUST10454,5752.65,UPI,Luxury,2024-11-13 19:54:35,Indore,Indore,Desktop,0,2024-11-13 05:42:35,396029.42,3922.88,,0
TXN100008,CUST10283,203.92,UPI,Utilities,2024-10-28 09:44:22,Hyderabad,Hyderabad,Desktop,0,2024-10-28 02:36:22,10383.59,156.69,,0
TXN106062,CUST10827,2627.38,Online,Entertainment,2024-10-04 06:03:31,Dubai,Patna,Mobile,1,2024-10-03 22:45:31,34053.17,2714.0,,0
TXN106516,CUST10325,3279.61,POS,Gaming,2024-11-23 18:06:02,Lucknow,Lucknow,Mobile,0,2024-11-22 21:34:02,143802.73,16626.4,,0
TXN104123,CUST10378,3633.62,IMPS,Luxury,2024-08-02 20:16:41,Indore,Indore,Desktop,0,2024-08-02 12:58:41,53225.79,3268.16,,0
TXN108729,CUST10038,1887.72,UPI,Crypto Exchange,2024-05-23 20:05:24,Lucknow,Lucknow,Mobile,0,2024-05-23 03:20:24,22828.38,2007.12,,0
TXN106045,CUST10511,926.55,POS,Pharmacy,2024-12-28 16:59:31,Pune,Pune,POS Terminal,0,2024-12-28 12:13:31,384991.71,1755.97,,0
TXN100567,CUST11086,626.19,ATM,Gaming,2024-01-05 07:31:51,Jaipur,Jaipur,Mobile,0,2024-01-04 17:40:51,46977.8,1231.74,,0
TXN109161,CUST10431,17326.27,Online,Grocery,2024-02-07 16:09:51,Surat,Surat,Tablet,0,2024-02-07 07:18:51,237232.11,11579.67,,0
TXN101803,CUST10958,306.82,POS,Electronics,2024-11-02 10:25:36,Pune,Pune,ATM Terminal,0,2024-11-01 12:57:36,21912.0,702.51,,0
TXN108501,CUST10515,2730.91,ATM,Travel,2024-07-24 03:32:04,Mumbai,Mumbai,Mobile,0,2024-07-23 04:25:04,6923.43,1327.63,,0
TXN104900,CUST10867,4309.81,Online,Entertainment,2024-07-08 09:47:07,Surat,Surat,Mobile,0,2024-07-07 21:37:07,5434.4,4721.73,,0
TXN101599,CUST10243,619.55,IMPS,Gaming,2024-02-07 17:31:13,Ahmedabad,Ahmedabad,Mobile,0,2024-02-07 13:50:13,9976.24,832.23,,0
TXN107931,CUST11192,3601.23,UPI,Crypto Exchange,2024-01-17 08:05:20,Pune,Pune,Mobile,0,2024-01-17 04:30:20,12278.83,1880.62,,0
TXN109547,CUST10118,75.61,NEFT,Crypto Exchange,2024-05-02 07:40:07,Ahmedabad,Ahmedabad,Mobile,0,2024-05-02 06:14:07,45345.38,159.15,,0
TXN102823,CUST10709,7025.47,Online,Restaurant,2024-11-12 02:36:35,Surat,Surat,Mobile,0,2024-11-11 11:28:35,53731.48,11318.14,,0
TXN105467,CUST10832,5406.86,Online,Travel,2024-11-25 13:42:05,Lucknow,Lucknow,Desktop,0,2024-11-24 14:47:05,36387.72,8573.18,,0
TXN103529,CUST10203,508.4,ATM,Restaurant,2024-04-21 12:22:40,Surat,Surat,Mobile,0,2024-04-21 03:44:40,24982.12,502.13,,0
TXN108683,CUST10210,6798.87,POS,Clothing,2024-01-11 07:38:50,Pune,Pune,Mobile,0,2024-01-10 09:27:50,225635.83,21437.51,,0
TXN101155,CUST10682,10147.89,Online,Gaming,2024-04-13 08:48:38,Hyderabad,Hyderabad,ATM Terminal,0,2024-04-12 22:59:38,23910.01,7599.87,,0
TXN106547,CUST10297,5932.44,NEFT,Electronics,2024-10-11 07:28:28,Nagpur,Nagpur,Desktop,0,2024-10-11 07:11:28,25302.93,6279.51,,0
TXN109088,CUST11009,5211.7,Online,Restaurant,2024-07-29 16:38:03,Lucknow,Lucknow,ATM Terminal,0,2024-07-29 05:40:03,10795.49,3875.78,,0
TXN107620,CUST10392,5084.19,Online,Luxury,2024-10-01 02:22:26,Chennai,Chennai,Mobile,0,2024-09-30 18:33:26,136333.73,3539.53,,0
TXN108296,CUST11019,1870.44,UPI,Restaurant,2024-10-27 15:47:08,Bangalore,Bangalore,Tablet,0,2024-10-27 02:11:08,6732.0,1753.4,,0
TXN104540,CUST10060,5516.49,Online,Crypto Exchange,2024-08-05 10:32:33,Hyderabad,Hyderabad,Desktop,0,2024-08-04 12:44:33,18643.88,4671.51,,0
TXN109134,CUST10929,3828.76,Online,Luxury,2024-03-13 16:05:25,Hyderabad,Hyderabad,Tablet,0,2024-03-12 18:14:25,53801.46,2556.6,,0
TXN106482,CUST10806,4003.35,IMPS,Fuel,2024-07-03 01:15:12,Kolkata,Kolkata,Desktop,0,2024-07-02 17:02:12,36859.16,5217.28,,0
TXN105826,CUST10683,1387.01,IMPS,Crypto Exchange,2024-07-20 10:57:24,Kolkata,Kolkata,POS Terminal,0,2024-07-20 03:26:24,11864.36,1749.76,,0
TXN101190,CUST11176,1996.7,POS,Pharmacy,2024-03-11 09:07:01,Chennai,Chennai,Tablet,0,2024-03-10 14:24:01,10154.13,4106.32,,0
TXN107444,CUST11064,2796.94,Online,Pharmacy,2024-10-30 10:29:28,Bhopal,Bhopal,Mobile,0,2024-10-29 17:17:28,75836.97,4266.11,,0
TXN108520,CUST11189,969.03,UPI,Travel,2024-05-17 19:03:16,Ahmedabad,Ahmedabad,ATM Terminal,0,2024-05-16 20:31:16,34329.61,1100.85,,0
TXN100960,CUST11168,4380.71,POS,Travel,2024-10-01 10:34:25,Bhopal,Bhopal,ATM Terminal,0,2024-09-30 19:09:25,45637.79,3297.1,,0
TXN107454,CUST11083,427.09,NEFT,Gaming,2024-02-07 02:22:08,Delhi,Delhi,ATM Terminal,0,2024-02-06 14:49:08,8744.93,683.33,,0
TXN100036,CUST10208,9010.72,ATM,Clothing,2024-07-09 06:07:32,Ahmedabad,Ahmedabad,Mobile,0,2024-07-08 16:21:32,52544.92,11630.46,,0
TXN107516,CUST10142,8893.19,UPI,Electronics,2024-09-26 05:47:28,Pune,Pune,Mobile,0,2024-09-25 22:56:28,3683.97,23380.09,,0
TXN107644,CUST10755,413.94,UPI,Fuel,2024-10-08 12:19:41,Chennai,Chennai,Mobile,0,2024-10-08 05:51:41,33943.97,459.42,,0
TXN104438,CUST10184,3315.34,UPI,Clothing,2024-04-10 18:34:46,Pune,Pune,Mobile,0,2024-04-10 08:57:46,13305.94,2032.89,,0
TXN106161,CUST11158,3470.89,POS,Electronics,2024-03-08 07:47:58,Indore,Indore,Tablet,0,2024-03-07 08:42:58,18119.14,4947.95,,0
TXN107744,CUST10857,881.06,POS,Pharmacy,2024-06-30 13:42:06,Delhi,Delhi,Mobile,0,2024-06-29 19:04:06,27670.96,951.09,,0
TXN109587,CUST10187,26466.58,POS,Fuel,2024-10-20 12:30:19,Bangalore,Bangalore,Tablet,0,2024-10-20 06:41:19,20784.64,23952.28,,0
TXN108119,CUST11126,224.51,IMPS,Electronics,2024-08-31 17:31:32,Chennai,Surat,Mobile,0,2024-08-31 14:25:32,40180.41,316.9,,0
TXN106967,CUST10115,708.48,POS,Gaming,2024-07-04 19:08:38,Kolkata,Kolkata,POS Terminal,0,2024-07-04 02:29:38,47445.55,752.62,,0
TXN105718,CUST11028,674.52,UPI,Electronics,2024-11-30 20:05:37,Pune,Pune,Desktop,0,2024-11-30 15:07:37,86571.21,1021.0,,0
TXN100577,CUST10795,275.12,ATM,Crypto Exchange,2024-08-22 16:24:58,Kolkata,Kolkata,Mobile,0,2024-08-22 08:09:58,2479.04,499.41,,0
TXN109833,CUST10910,4865.19,Online,Gaming,2024-12-19 19:38:51,Kochi,Kochi,Tablet,0,2024-12-19 01:42:51,38006.44,1544.56,,0
TXN104102,CUST10098,400.24,Online,Gaming,2024-06-29 11:55:03,Chennai,Chennai,Mobile,0,2024-06-28 15:14:03,32738.9,626.01,,0
TXN107646,CUST10081,10149.97,ATM,Luxury,2024-04-11 15:44:48,Ahmedabad,Ahmedabad,Mobile,0,2024-04-11 06:34:48,19600.06,7261.3,,0
TXN104151,CUST11016,2415.72,Online,Restaurant,2024-06-19 12:35:42,Bhopal,Bhopal,ATM Terminal,0,2024-06-18 19:51:42,71119.15,3202.32,,0
TXN103130,CUST10744,458.41,Online,Fuel,2024-02-17 10:51:20,Lucknow,Lucknow,Mobile,0,2024-02-17 01:15:20,104944.87,289.81,,0
TXN104890,CUST10336,446.12,ATM,Gaming,2024-05-30 11:53:36,Patna,Patna,Mobile,0,2024-05-30 01:11:36,26237.69,1198.44,,0
TXN109975,CUST10192,959.65,POS,Travel,2024-01-11 16:06:55,Ahmedabad,Surat,ATM Terminal,0,2024-01-10 23:38:55,42879.89,727.08,,0
TXN107471,CUST11021,1410.03,Online,Electronics,2024-12-23 10:59:39,Pune,Pune,Desktop,0,2024-12-22 16:56:39,36282.05,964.0,,0
TXN101833,CUST10239,37845.95,POS,Electronics,2024-02-05 13:30:53,Indore,Indore,Mobile,0,2024-02-05 08:29:53,143512.66,72740.75,,0
TXN109148,CUST10797,136.51,UPI,Entertainment,2024-12-01 07:09:34,Delhi,Delhi,POS Terminal,0,2024-12-01 06:33:34,14274.57,106.11,,0
TXN104891,CUST10295,1427.39,Online,Entertainment,2024-10-07 12:30:04,Kochi,Kochi,Mobile,0,2024-10-07 05:04:04,27713.86,1970.18,,0
TXN102287,CUST10173,187.6,Online,Grocery,2024-05-19 09:15:04,Pune,Pune,Desktop,0,2024-05-18 21:54:04,9886.57,318.08,,0
TXN101330,CUST10184,3332.23,POS,Utilities,2024-06-09 17:24:30,Pune,Pune,Mobile,0,2024-06-08 18:44:30,12226.2,2032.89,,0
TXN102771,CUST10585,4673.46,POS,Travel,2024-03-28 13:47:27,Hyderabad,Hyderabad,POS Terminal,0,2024-03-28 03:33:27,52558.08,4494.97,,0
TXN103686,CUST10055,334.76,NEFT,Crypto Exchange,2024-08-28 17:21:14,Lucknow,Lucknow,Mobile,0,2024-08-28 05:31:14,37642.89,180.82,,0
TXN108283,CUST10254,2187.31,ATM,Gaming,2024-01-25 02:11:46,Mumbai,Lucknow,Desktop,0,2024-01-24 17:47:46,17272.19,1916.44,,0
TXN105928,CUST10186,8625.56,UPI,Electronics,2024-04-07 07:36:34,Pune,Pune,POS Terminal,0,2024-04-06 19:27:34,105851.12,10315.18,,0
TXN100637,CUST10674,389.9,ATM,Restaurant,2024-10-30 14:27:09,Patna,Patna,Mobile,0,2024-10-30 04:03:09,27206.61,350.63,,0
TXN100047,CUST11042,625.57,Online,Electronics,2024-10-08 13:15:06,Mumbai,Mumbai,Mobile,0,2024-10-08 05:35:06,7896.08,933.89,,0
TXN102602,CUST11024,40042.31,IMPS,Luxury,2024-12-28 12:56:01,Pune,Pune,Tablet,0,2024-12-28 12:06:01,94503.93,1219.9,unusual_type,1
TXN101965,CUST10133,40413.97,POS,Gaming,2024-04-24 07:43:07,Patna,Patna,Mobile,0,2024-04-23 09:42:07,6680.4,12821.69,,0
TXN102168,CUST11017,11399.18,Online,Gaming,2024-01-08 00:37:20,Chennai,Chennai,Tablet,0,2024-01-07 17:55:20,434120.16,6452.69,,0
TXN105049,CUST10605,130.85,Online,Electronics,2024-11-10 10:37:27,Patna,Patna,Desktop,0,2024-11-09 13:43:27,20505.22,406.41,,0
TXN103334,CUST10164,8245.77,ATM,Clothing,2024-02-10 16:46:55,Surat,Mumbai,Mobile,0,2024-02-09 18:09:55,65528.36,3823.59,,0
TXN103019,CUST11029,1384.38,UPI,Clothing,2024-09-08 06:39:36,Hyderabad,Hyderabad,Desktop,0,2024-09-08 06:03:36,33734.35,2477.67,,0
TXN108764,CUST10289,472.7,ATM,Restaurant,2024-12-24 10:56:09,Jaipur,Jaipur,Desktop,0,2024-12-24 02:54:09,118177.23,306.65,,0
TXN109176,CUST10893,2774.69,POS,Electronics,2024-10-16 07:23:17,Jaipur,Jaipur,ATM Terminal,0,2024-10-15 18:34:17,21636.59,1247.57,,0
TXN101360,CUST10686,228.35,IMPS,Clothing,2024-05-15 13:18:47,Ahmedabad,Ahmedabad,Mobile,0,2024-05-14 19:13:47,5084.77,348.53,,0
TXN105798,CUST10069,5340.44,Online,Clothing,2024-07-17 18:36:03,Bangalore,Bangalore,Desktop,0,2024-07-16 21:50:03,10784.35,4799.28,,0
TXN109400,CUST10777,649.84,POS,Electronics,2024-02-04 09:42:23,Bangalore,Bangalore,Mobile,0,2024-02-04 07:52:23,57210.46,1377.78,,0
TXN103251,CUST10637,4139.23,ATM,Clothing,2024-11-03 17:57:48,Bangalore,Bangalore,Desktop,0,2024-11-03 02:23:48,52043.49,7752.09,,0
TXN106300,CUST10734,791.87,POS,Luxury,2024-10-18 04:25:44,New York,Delhi,POS Terminal,1,2024-10-17 08:49:44,53816.0,430.5,,0
TXN102251,CUST11109,272933.66,Online,Luxury,2024-08-02 03:06:42,Hyderabad,Chennai,Desktop,0,2024-07-30 11:45:42,623919.22,22463.93,spike,1
TXN106027,CUST10357,1435.78,Online,Utilities,2024-10-25 12:19:08,Indore,Indore,Mobile,0,2024-10-24 21:36:08,138156.14,1728.2,,0
TXN101175,CUST11064,2940.38,IMPS,Fuel,2024-07-27 10:44:48,Bhopal,Bhopal,Desktop,0,2024-07-27 04:14:48,89412.44,4266.11,,0
TXN108799,CUST10727,4445.63,Online,Electronics,2024-10-08 16:05:20,Patna,Patna,Tablet,0,2024-10-08 08:40:20,7425.24,3563.9,,0
TXN103279,CUST11116,381.47,ATM,Fuel,2024-12-08 15:48:39,Patna,Patna,Mobile,0,2024-12-08 12:49:39,84039.37,170.01,,0
TXN102973,CUST10797,170.18,Online,Clothing,2024-01-16 20:42:21,Delhi,Delhi,POS Terminal,0,2024-01-16 02:07:21,10780.49,106.11,,0
TXN103396,CUST10592,288.13,Online,Gaming,2024-07-23 10:27:25,Surat,Surat,Desktop,0,2024-07-23 10:13:25,117002.81,551.39,,0
TXN106939,CUST11092,172.39,ATM,Restaurant,2024-11-09 17:19:06,Ahmedabad,Ahmedabad,Mobile,0,2024-11-09 05:05:06,187650.14,127.2,,0
TXN100965,CUST10196,1627.64,Online,Pharmacy,2024-04-12 20:20:08,Surat,Surat,Mobile,0,2024-04-11 20:55:08,221166.21,370.82,,0
TXN108574,CUST10055,224.12,UPI,Pharmacy,2024-12-21 06:21:17,Lucknow,Lucknow,Desktop,0,2024-12-20 09:33:17,36244.5,180.82,,0
TXN100742,CUST10078,15891.53,UPI,Entertainment,2024-07-29 01:06:31,Patna,Patna,Desktop,0,2024-07-28 05:11:31,56371.54,16965.37,,0
TXN107514,CUST10394,1660.16,Online,Crypto Exchange,2024-02-24 13:52:40,Jaipur,Jaipur,Mobile,0,2024-02-23 19:39:40,6729.19,1662.04,,0
TXN103314,CUST10744,166.83,NEFT,Clothing,2024-05-23 00:07:14,Lucknow,Lucknow,Desktop,0,2024-05-22 01:52:14,122443.71,289.81,,0
TXN104898,CUST11153,1859.98,Online,Travel,2024-02-12 16:05:20,Bangalore,Bangalore,Desktop,0,2024-02-12 10:12:20,38659.93,3744.59,,0
TXN109340,CUST10151,5330.64,UPI,Crypto Exchange,2024-11-01 10:48:46,Bhopal,Bhopal,Tablet,0,2024-10-31 21:08:46,56305.01,4432.65,,0
TXN104672,CUST10331,2107.25,POS,Grocery,2024-01-02 07:29:09,Surat,Surat,Desktop,0,2024-01-01 17:46:09,21562.93,1738.36,,0
TXN108618,CUST10025,17490.58,POS,Gaming,2024-04-13 12:44:05,Paris,Patna,ATM Terminal,1,2024-04-13 12:02:05,32950.08,2667.51,location_mismatch,1
TXN101217,CUST10268,1011.0,POS,Luxury,2024-12-23 06:43:24,Kolkata,Kolkata,Mobile,0,2024-12-22 22:09:24,23314.26,643.87,,0
TXN104397,CUST11102,454.02,POS,Restaurant,2024-10-15 10:17:10,Jaipur,Jaipur,Mobile,0,2024-10-14 12:06:10,49373.38,573.8,,0
TXN106080,CUST10656,220016.15,Online,Travel,2024-01-22 21:44:47,Kochi,Mumbai,Desktop,0,2024-01-21 13:03:47,330079.93,9587.82,spike,1
TXN102614,CUST11080,252.44,NEFT,Pharmacy,2024-07-03 19:19:23,Bhopal,Bhopal,Mobile,0,2024-07-02 20:46:23,49799.43,476.4,,0
TXN102620,CUST10953,146.91,Online,Pharmacy,2024-08-23 14:00:06,Kochi,Kochi,Desktop,0,2024-08-22 21:26:06,12540.95,274.5,,0
TXN108714,CUST10523,6622.09,ATM,Clothing,2024-11-24 00:55:16,Delhi,Delhi,Mobile,0,2024-11-23 06:01:16,9078.01,3955.2,,0
TXN107282,CUST10204,2792.8,POS,Clothing,2024-09-27 07:58:35,Lucknow,Lucknow,Mobile,0,2024-09-27 04:13:35,63954.38,2088.82,,0
TXN103379,CUST10845,3014.08,POS,Electronics,2024-02-17 11:16:09,Indore,Indore,POS Terminal,0,2024-02-16 19:22:09,24368.85,3655.66,,0
TXN107301,CUST11022,434.96,IMPS,Utilities,2024-06-17 18:27:33,Indore,Indore,Desktop,0,2024-06-17 03:37:33,81360.52,673.91,,0
TXN109857,CUST10846,4035.33,Online,Fuel,2024-04-04 07:45:26,Indore,Indore,POS Terminal,0,2024-04-03 17:57:26,9339.72,5143.85,,0
TXN105605,CUST10330,1207.53,UPI,Utilities,2024-04-07 15:05:18,Delhi,Delhi,POS Terminal,0,2024-04-06 16:49:18,18262.07,908.33,,0
TXN109813,CUST10834,3511.52,Online,Crypto Exchange,2024-01-26 10:27:31,Mumbai,Patna,ATM Terminal,0,2024-01-25 20:09:31,73579.86,4957.93,,0
TXN105786,CUST10556,6590.25,Online,Gaming,2024-09-08 18:51:21,Bhopal,Bhopal,ATM Terminal,0,2024-09-08 18:35:21,48668.15,5136.26,,0
TXN108518,CUST10038,3536.17,UPI,Gaming,2024-08-21 11:36:39,Lucknow,Lucknow,ATM Terminal,0,2024-08-21 09:47:39,22759.77,2007.12,,0
TXN106850,CUST10174,855.79,Online,Gaming,2024-01-16 16:48:53,Jaipur,Jaipur,Mobile,0,2024-01-15 18:15:53,33929.87,763.46,,0
TXN101516,CUST10905,1542.27,Online,Gaming,2024-06-01 17:33:37,Delhi,Delhi,POS Terminal,0,2024-06-01 08:07:37,46660.49,1012.65,,0
TXN105098,CUST10957,172.1,Online,Restaurant,2024-05-19 17:28:48,Hyderabad,Hyderabad,Mobile,0,2024-05-19 13:58:48,15660.21,208.25,,0
TXN107636,CUST10740,5419.12,NEFT,Utilities,2024-07-10 04:59:33,Kochi,Kochi,Mobile,0,2024-07-09 22:43:33,23590.6,4302.1,,0
TXN109085,CUST10790,2827.34,UPI,Electronics,2024-12-13 02:07:14,Bhopal,Bhopal,Desktop,0,2024-12-12 23:04:14,121993.05,2300.04,,0
TXN108023,CUST10640,2599.2,UPI,Travel,2024-03-20 21:22:06,Kolkata,Kolkata,Desktop,0,2024-03-20 15:30:06,23433.97,2122.29,,0
TXN102392,CUST10001,1454.19,UPI,Clothing,2024-08-16 09:46:43,Jaipur,Jaipur,Tablet,0,2024-08-16 04:52:43,158079.98,3933.27,,0
TXN100586,CUST10727,2087.36,IMPS,Entertainment,2024-01-09 08:26:01,Patna,Patna,Mobile,0,2024-01-09 05:04:01,4606.83,3563.9,,0
TXN103519,CUST10441,1656.37,UPI,Restaurant,2024-07-17 10:00:26,Jaipur,Jaipur,Mobile,0,2024-07-16 17:52:26,93781.92,1004.93,,0
TXN107653,CUST10434,5151.48,UPI,Crypto Exchange,2024-06-16 15:14:38,Nagpur,Nagpur,Mobile,0,2024-06-16 07:55:38,221407.28,3984.84,,0
TXN108946,CUST11016,2229.19,Online,Entertainment,2024-09-19 13:18:48,Bhopal,Bhopal,Mobile,0,2024-09-19 03:13:48,50758.44,3202.32,,0
TXN100850,CUST10989,1096.0,POS,Entertainment,2024-08-15 06:07:32,Pune,Pune,Desktop,0,2024-08-14 08:08:32,51808.98,715.19,,0
TXN100335,CUST10207,4287.65,POS,Fuel,2024-05-15 09:11:28,Pune,Chennai,Desktop,0,2024-05-15 05:24:28,18679.87,2693.99,,0
TXN106634,CUST10590,2239.69,POS,Clothing,2024-11-28 20:07:08,Surat,Surat,Tablet,0,2024-11-28 11:33:08,173865.85,2243.68,,0
TXN108972,CUST10106,5610.36,UPI,Clothing,2024-10-05 09:58:16,Kolkata,Kolkata,ATM Terminal,0,2024-10-04 19:45:16,84055.4,5680.54,,0
TXN107493,CUST10718,1120.44,IMPS,Restaurant,2024-07-30 02:57:16,Nagpur,Nagpur,Mobile,0,2024-07-29 12:32:16,143365.06,1341.54,,0
TXN102868,CUST10732,622.01,POS,Travel,2024-10-15 11:45:40,Kochi,Kochi,Desktop,0,2024-10-14 16:35:40,81025.04,900.88,,0
TXN104872,CUST10932,7602.5,UPI,Grocery,2024-10-06 07:29:56,Lucknow,Lucknow,Mobile,0,2024-10-05 10:55:56,6376.89,8649.08,,0
TXN103550,CUST10366,1923.27,POS,Travel,2024-10-15 15:20:33,Kolkata,Kolkata,Mobile,0,2024-10-15 04:29:33,6164.93,2951.01,,0
TXN103842,CUST10654,5212.09,Online,Luxury,2024-09-26 17:50:48,Delhi,Bangalore,Mobile,0,2024-09-26 17:01:48,66871.94,6654.67,,0
TXN107262,CUST10228,1028.24,Online,Clothing,2024-07-24 21:06:56,Jaipur,Jaipur,Mobile,0,2024-07-24 05:28:56,10063.61,1590.12,,0
TXN105824,CUST10880,13789.86,Online,Travel,2024-01-25 12:19:46,Pune,Pune,Mobile,0,2024-01-24 13:07:46,60097.1,12938.43,,0
TXN100023,CUST10056,1134.21,POS,Travel,2024-05-21 07:41:05,Bhopal,Bhopal,Tablet,0,2024-05-20 08:02:05,497825.84,1943.56,,0
TXN101453,CUST10706,1956.13,POS,Restaurant,2024-02-28 06:09:25,Kochi,Kochi,Mobile,0,2024-02-27 06:38:25,251421.97,3124.61,,0
TXN101684,CUST10792,4093.45,UPI,Travel,2024-06-18 09:48:16,Surat,Lucknow,Tablet,0,2024-06-18 07:14:16,81737.13,3024.74,,0
TXN102310,CUST11040,1037.88,NEFT,Grocery,2024-10-27 17:07:05,Delhi,Delhi,Tablet,0,2024-10-27 03:30:05,48119.05,1809.19,,0
TXN109063,CUST10034,2148.2,UPI,Clothing,2024-03-22 11:59:17,Delhi,Delhi,POS Terminal,0,2024-03-21 14:42:17,19163.07,2790.46,,0
TXN109406,CUST11144,677.04,Online,Entertainment,2024-04-12 18:58:24,Ahmedabad,Ahmedabad,Mobile,0,2024-04-11 20:12:24,193471.37,882.7,,0
TXN100381,CUST10806,4129.01,UPI,Clothing,2024-06-22 19:44:07,Kolkata,Kolkata,Mobile,0,2024-06-22 18:49:07,25873.15,5217.28,,0
TXN105814,CUST10134,3398.97,POS,Travel,2024-02-18 05:26:32,Bangalore,Surat,POS Terminal,0,2024-02-18 03:42:32,3410.39,1066.3,location_mismatch,1
TXN105550,CUST10190,824.47,Online,Crypto Exchange,2024-03-14 11:31:44,Surat,Surat,Mobile,0,2024-03-14 01:22:44,21245.68,660.06,,0
TXN109308,CUST10468,462.56,UPI,Electronics,2024-05-11 10:20:28,Nagpur,Nagpur,Mobile,0,2024-05-11 00:26:28,68243.03,530.87,,0
TXN101618,CUST10844,1216.97,Online,Electronics,2024-01-25 11:26:16,Jaipur,Jaipur,POS Terminal,0,2024-01-24 15:03:16,25415.33,2540.07,,0
TXN100789,CUST10200,267.88,Online,Luxury,2024-10-06 16:16:42,Patna,Patna,Mobile,0,2024-10-06 04:48:42,17563.26,266.85,,0
TXN105983,CUST10405,1185.28,POS,Grocery,2024-09-08 11:21:47,Nagpur,Nagpur,ATM Terminal,0,2024-09-08 03:24:47,16470.17,1444.84,,0
TXN108672,CUST11016,2293.05,UPI,Grocery,2024-03-29 01:49:57,Bhopal,Bhopal,ATM Terminal,0,2024-03-28 15:53:57,46013.6,3202.32,,0
TXN104475,CUST10605,340.13,UPI,Clothing,2024-10-27 15:08:42,Patna,Patna,Mobile,0,2024-10-27 04:37:42,17589.65,406.41,,0
